context_word1,context_word2,target_word
hammer,the,heavy
the,heavy,beating
heavy,beating,of
beating,of,his
of,his,heart
his,heart,and
heart,and,so
and,so,it
so,it,was
it,was,most
was,most,miserable
most,miserable,a
miserable,a,peculiar
a,peculiar,walk
peculiar,walk,in
walk,in,this
in,this,old
this,old,man
old,man,a
man,a,certain
a,certain,slight
certain,slight,but
slight,but,painful
but,painful,appearing
painful,appearing,yawing
appearing,yawing,in
yawing,in,his
in,his,gait
his,gait,had
gait,had,at
had,at,an
at,an,early
an,early,period
early,period,of
period,of,the
of,the,voyage
the,voyage,excited
voyage,excited,the
excited,the,curiosity
the,curiosity,of
curiosity,of,the
of,the,mariners
the,mariners,and
mariners,and,to
and,to,the
to,the,importunity
the,importunity,of
importunity,of,their
of,their,persisted
their,persisted,questionings
persisted,questionings,he
questionings,he,had
he,had,finally
had,finally,given
finally,given,in
given,in,and
in,and,so
and,so,it
so,it,came
it,came,to
came,to,pass
to,pass,that
pass,that,every
that,every,one
every,one,now
one,now,knew
now,knew,the
knew,the,shameful
the,shameful,story
shameful,story,of
story,of,his
of,his,wretched
his,wretched,fate
wretched,fate,belated
fate,belated,and
belated,and,not
and,not,innocently
not,innocently,one
innocently,one,bitter
one,bitter,winter
bitter,winter,s
winter,s,midnight
s,midnight,on
midnight,on,the
on,the,road
the,road,running
road,running,between
running,between,two
between,two,country
two,country,towns
country,towns,the
towns,the,blacksmith
the,blacksmith,half
blacksmith,half,stupidly
half,stupidly,felt
stupidly,felt,the
felt,the,deadly
the,deadly,numbness
deadly,numbness,stealing
numbness,stealing,over
stealing,over,him
over,him,and
him,and,sought
and,sought,refuge
sought,refuge,in
refuge,in,a
in,a,leaning
a,leaning,dilapidated
leaning,dilapidated,barn
dilapidated,barn,the
barn,the,issue
the,issue,was
issue,was,the
was,the,loss
the,loss,of
loss,of,the
of,the,extremities
the,extremities,of
extremities,of,both
of,both,feet
both,feet,out
feet,out,of
out,of,this
of,this,revelation
this,revelation,part
revelation,part,by
part,by,part
by,part,at
part,at,last
at,last,came
last,came,out
came,out,the
out,the,four
the,four,acts
four,acts,of
acts,of,the
of,the,gladness
the,gladness,and
gladness,and,the
and,the,one
the,one,long
one,long,and
long,and,as
and,as,yet
as,yet,uncatastrophied
yet,uncatastrophied,fifth
uncatastrophied,fifth,act
fifth,act,of
act,of,the
of,the,grief
the,grief,of
grief,of,his
of,his,life
his,life,s
life,s,drama
s,drama,he
drama,he,was
he,was,an
was,an,old
an,old,man
old,man,who
man,who,at
who,at,the
at,the,age
the,age,of
age,of,nearly
of,nearly,sixty
nearly,sixty,had
sixty,had,postponedly
had,postponedly,encountered
postponedly,encountered,that
encountered,that,thing
that,thing,in
thing,in,sorrow
in,sorrow,s
sorrow,s,technicals
s,technicals,called
technicals,called,ruin
called,ruin,he
ruin,he,had
he,had,been
had,been,an
been,an,artisan
an,artisan,of
artisan,of,famed
of,famed,excellence
famed,excellence,and
excellence,and,with
and,with,plenty
with,plenty,to
plenty,to,do
to,do,owned
do,owned,a
owned,a,house
a,house,and
house,and,garden
and,garden,embraced
garden,embraced,a
embraced,a,youthful
a,youthful,daughter
youthful,daughter,like
daughter,like,loving
like,loving,wife
loving,wife,and
wife,and,three
and,three,blithe
three,blithe,ruddy
blithe,ruddy,children
ruddy,children,every
children,every,sunday
every,sunday,went
sunday,went,to
went,to,a
to,a,cheerful
a,cheerful,looking
cheerful,looking,church
looking,church,planted
church,planted,in
planted,in,a
in,a,grove
a,grove,but
grove,but,one
but,one,night
one,night,under
night,under,cover
under,cover,of
cover,of,darkness
of,darkness,and
darkness,and,further
and,further,concealed
further,concealed,in
concealed,in,a
in,a,most
a,most,cunning
most,cunning,disguisement
cunning,disguisement,a
disguisement,a,desperate
a,desperate,burglar
desperate,burglar,slid
burglar,slid,into
slid,into,his
into,his,happy
his,happy,home
happy,home,and
home,and,robbed
and,robbed,them
robbed,them,all
them,all,of
all,of,everything
of,everything,and
everything,and,darker
and,darker,yet
darker,yet,to
yet,to,tell
to,tell,the
tell,the,blacksmith
the,blacksmith,himself
blacksmith,himself,did
himself,did,ignorantly
did,ignorantly,conduct
ignorantly,conduct,this
conduct,this,burglar
this,burglar,into
burglar,into,his
into,his,family
his,family,s
family,s,heart
s,heart,it
heart,it,was
it,was,the
was,the,bottle
the,bottle,conjuror
bottle,conjuror,upon
conjuror,upon,the
upon,the,opening
the,opening,of
opening,of,that
of,that,fatal
that,fatal,cork
fatal,cork,forth
cork,forth,flew
forth,flew,the
flew,the,fiend
the,fiend,and
fiend,and,shrivelled
and,shrivelled,up
shrivelled,up,his
up,his,home
his,home,now
home,now,for
now,for,prudent
for,prudent,most
prudent,most,wise
most,wise,and
wise,and,economic
and,economic,reasons
economic,reasons,the
reasons,the,blacksmith
the,blacksmith,s
blacksmith,s,shop
s,shop,was
shop,was,in
was,in,the
in,the,basement
the,basement,of
basement,of,his
of,his,dwelling
his,dwelling,but
dwelling,but,with
but,with,a
with,a,separate
a,separate,entrance
separate,entrance,to
entrance,to,it
to,it,so
it,so,that
so,that,always
that,always,had
always,had,the
had,the,young
the,young,and
young,and,loving
and,loving,healthy
loving,healthy,wife
healthy,wife,listened
wife,listened,with
listened,with,no
with,no,unhappy
no,unhappy,nervousness
unhappy,nervousness,but
nervousness,but,with
but,with,vigorous
with,vigorous,pleasure
vigorous,pleasure,to
pleasure,to,the
to,the,stout
the,stout,ringing
stout,ringing,of
ringing,of,her
of,her,young
her,young,armed
young,armed,old
armed,old,husband
old,husband,s
husband,s,hammer
s,hammer,whose
hammer,whose,reverberations
whose,reverberations,muffled
reverberations,muffled,by
muffled,by,passing
by,passing,through
passing,through,the
through,the,floors
the,floors,and
floors,and,walls
and,walls,came
walls,came,up
came,up,to
up,to,her
to,her,not
her,not,unsweetly
not,unsweetly,in
unsweetly,in,her
in,her,nursery
her,nursery,and
nursery,and,so
and,so,to
so,to,stout
to,stout,labor
stout,labor,s
labor,s,iron
s,iron,lullaby
iron,lullaby,the
lullaby,the,blacksmith
the,blacksmith,s
blacksmith,s,infants
s,infants,were
infants,were,rocked
were,rocked,to
rocked,to,slumber
to,slumber,oh
slumber,oh,woe
oh,woe,on
woe,on,woe
on,woe,oh
woe,oh,death
oh,death,why
death,why,canst
why,canst,thou
canst,thou,not
thou,not,sometimes
not,sometimes,be
sometimes,be,timely
be,timely,hadst
timely,hadst,thou
hadst,thou,taken
thou,taken,this
taken,this,old
this,old,blacksmith
old,blacksmith,to
blacksmith,to,thyself
to,thyself,ere
thyself,ere,his
ere,his,full
his,full,ruin
full,ruin,came
ruin,came,upon
came,upon,him
upon,him,then
him,then,had
then,had,the
had,the,young
the,young,widow
young,widow,had
widow,had,a
had,a,delicious
a,delicious,grief
delicious,grief,and
grief,and,her
and,her,orphans
her,orphans,a
orphans,a,truly
a,truly,venerable
truly,venerable,legendary
venerable,legendary,sire
legendary,sire,to
sire,to,dream
to,dream,of
dream,of,in
of,in,their
in,their,after
their,after,years
after,years,and
years,and,all
and,all,of
all,of,them
of,them,a
them,a,care
a,care,killing
care,killing,competency
killing,competency,but
competency,but,death
but,death,plucked
death,plucked,down
plucked,down,some
down,some,virtuous
some,virtuous,elder
virtuous,elder,brother
elder,brother,on
brother,on,whose
on,whose,whistling
whose,whistling,daily
whistling,daily,toil
daily,toil,solely
toil,solely,hung
solely,hung,the
hung,the,responsibilities
the,responsibilities,of
responsibilities,of,some
of,some,other
some,other,family
other,family,and
family,and,left
and,left,the
left,the,worse
the,worse,than
worse,than,useless
than,useless,old
useless,old,man
old,man,standing
man,standing,till
standing,till,the
till,the,hideous
the,hideous,rot
hideous,rot,of
rot,of,life
of,life,should
life,should,make
should,make,him
make,him,easier
him,easier,to
easier,to,harvest
to,harvest,why
harvest,why,tell
why,tell,the
tell,the,whole
the,whole,the
whole,the,blows
the,blows,of
blows,of,the
of,the,basement
the,basement,hammer
basement,hammer,every
hammer,every,day
every,day,grew
day,grew,more
grew,more,and
more,and,more
and,more,between
more,between,and
between,and,each
and,each,blow
each,blow,every
blow,every,day
every,day,grew
day,grew,fainter
grew,fainter,than
fainter,than,the
than,the,last
the,last,the
last,the,wife
the,wife,sat
wife,sat,frozen
sat,frozen,at
frozen,at,the
at,the,window
the,window,with
window,with,tearless
with,tearless,eyes
tearless,eyes,glitteringly
eyes,glitteringly,gazing
glitteringly,gazing,into
gazing,into,the
into,the,weeping
the,weeping,faces
weeping,faces,of
faces,of,her
of,her,children
her,children,the
children,the,bellows
the,bellows,fell
bellows,fell,the
fell,the,forge
the,forge,choked
forge,choked,up
choked,up,with
up,with,cinders
with,cinders,the
cinders,the,house
the,house,was
house,was,sold
was,sold,the
sold,the,mother
the,mother,dived
mother,dived,down
dived,down,into
down,into,the
into,the,long
the,long,church
long,church,yard
church,yard,grass
yard,grass,her
grass,her,children
her,children,twice
children,twice,followed
twice,followed,her
followed,her,thither
her,thither,and
thither,and,the
and,the,houseless
the,houseless,familyless
houseless,familyless,old
familyless,old,man
old,man,staggered
man,staggered,off
staggered,off,a
off,a,vagabond
a,vagabond,in
vagabond,in,crape
in,crape,his
crape,his,every
his,every,woe
every,woe,unreverenced
woe,unreverenced,his
unreverenced,his,grey
his,grey,head
grey,head,a
head,a,scorn
a,scorn,to
scorn,to,flaxen
to,flaxen,curls
flaxen,curls,death
curls,death,seems
death,seems,the
seems,the,only
the,only,desirable
only,desirable,sequel
desirable,sequel,for
sequel,for,a
for,a,career
a,career,like
career,like,this
like,this,but
this,but,death
but,death,is
death,is,only
is,only,a
only,a,launching
a,launching,into
launching,into,the
into,the,region
the,region,of
region,of,the
of,the,strange
the,strange,untried
strange,untried,it
untried,it,is
it,is,but
is,but,the
but,the,first
the,first,salutation
first,salutation,to
salutation,to,the
to,the,possibilities
the,possibilities,of
possibilities,of,the
of,the,immense
the,immense,remote
immense,remote,the
remote,the,wild
the,wild,the
wild,the,watery
the,watery,the
watery,the,unshored
the,unshored,therefore
unshored,therefore,to
therefore,to,the
to,the,death
the,death,longing
death,longing,eyes
longing,eyes,of
eyes,of,such
of,such,men
such,men,who
men,who,still
who,still,have
still,have,left
have,left,in
left,in,them
in,them,some
them,some,interior
some,interior,compunctions
interior,compunctions,against
compunctions,against,suicide
against,suicide,does
suicide,does,the
does,the,all
the,all,contributed
all,contributed,and
contributed,and,all
and,all,receptive
all,receptive,ocean
receptive,ocean,alluringly
ocean,alluringly,spread
alluringly,spread,forth
spread,forth,his
forth,his,whole
his,whole,plain
whole,plain,of
plain,of,unimaginable
of,unimaginable,taking
unimaginable,taking,terrors
taking,terrors,and
terrors,and,wonderful
and,wonderful,new
wonderful,new,life
new,life,adventures
life,adventures,and
adventures,and,from
and,from,the
from,the,hearts
the,hearts,of
hearts,of,infinite
of,infinite,pacifics
infinite,pacifics,the
pacifics,the,thousand
the,thousand,mermaids
thousand,mermaids,sing
mermaids,sing,to
sing,to,them
to,them,come
them,come,hither
come,hither,broken
hither,broken,hearted
broken,hearted,here
hearted,here,is
here,is,another
is,another,life
another,life,without
life,without,the
without,the,guilt
the,guilt,of
guilt,of,intermediate
of,intermediate,death
intermediate,death,here
death,here,are
here,are,wonders
are,wonders,supernatural
wonders,supernatural,without
supernatural,without,dying
without,dying,for
dying,for,them
for,them,come
them,come,hither
come,hither,bury
hither,bury,thyself
bury,thyself,in
thyself,in,a
in,a,life
a,life,which
life,which,to
which,to,your
to,your,now
your,now,equally
now,equally,abhorred
equally,abhorred,and
abhorred,and,abhorring
and,abhorring,landed
abhorring,landed,world
landed,world,is
world,is,more
is,more,oblivious
more,oblivious,than
oblivious,than,death
than,death,come
death,come,hither
come,hither,put
hither,put,up
put,up,thy
up,thy,gravestone
thy,gravestone,too
gravestone,too,within
too,within,the
within,the,churchyard
the,churchyard,and
churchyard,and,come
and,come,hither
come,hither,till
hither,till,we
till,we,marry
we,marry,thee
marry,thee,hearkening
thee,hearkening,to
hearkening,to,these
to,these,voices
these,voices,east
voices,east,and
east,and,west
and,west,by
west,by,early
by,early,sunrise
early,sunrise,and
sunrise,and,by
and,by,fall
by,fall,of
fall,of,eve
of,eve,the
eve,the,blacksmith
the,blacksmith,s
blacksmith,s,soul
s,soul,responded
soul,responded,aye
responded,aye,i
aye,i,come
i,come,and
come,and,so
and,so,perth
so,perth,went
perth,went,a
went,a,whaling
a,whaling,chapter
whaling,chapter,the
chapter,the,forge
the,forge,with
forge,with,matted
with,matted,beard
matted,beard,and
beard,and,swathed
and,swathed,in
swathed,in,a
in,a,bristling
a,bristling,shark
bristling,shark,skin
shark,skin,apron
skin,apron,about
apron,about,mid
about,mid,day
mid,day,perth
day,perth,was
perth,was,standing
was,standing,between
standing,between,his
between,his,forge
his,forge,and
forge,and,anvil
and,anvil,the
anvil,the,latter
the,latter,placed
latter,placed,upon
placed,upon,an
upon,an,iron
an,iron,wood
iron,wood,log
wood,log,with
log,with,one
with,one,hand
one,hand,holding
hand,holding,a
holding,a,pike
a,pike,head
pike,head,in
head,in,the
in,the,coals
the,coals,and
coals,and,with
and,with,the
with,the,other
the,other,at
other,at,his
at,his,forge
his,forge,s
forge,s,lungs
s,lungs,when
lungs,when,captain
when,captain,ahab
captain,ahab,came
ahab,came,along
came,along,carrying
along,carrying,in
carrying,in,his
in,his,hand
his,hand,a
hand,a,small
a,small,rusty
small,rusty,looking
rusty,looking,leathern
looking,leathern,bag
leathern,bag,while
bag,while,yet
while,yet,a
yet,a,little
a,little,distance
little,distance,from
distance,from,the
from,the,forge
the,forge,moody
forge,moody,ahab
moody,ahab,paused
ahab,paused,till
paused,till,at
till,at,last
at,last,perth
last,perth,withdrawing
perth,withdrawing,his
withdrawing,his,iron
his,iron,from
iron,from,the
from,the,fire
the,fire,began
fire,began,hammering
began,hammering,it
hammering,it,upon
it,upon,the
upon,the,anvil
the,anvil,the
anvil,the,red
the,red,mass
red,mass,sending
mass,sending,off
sending,off,the
off,the,sparks
the,sparks,in
sparks,in,thick
in,thick,hovering
thick,hovering,flights
hovering,flights,some
flights,some,of
some,of,which
of,which,flew
which,flew,close
flew,close,to
close,to,ahab
to,ahab,are
ahab,are,these
are,these,thy
these,thy,mother
thy,mother,carey
mother,carey,s
carey,s,chickens
s,chickens,perth
chickens,perth,they
perth,they,are
they,are,always
are,always,flying
always,flying,in
flying,in,thy
in,thy,wake
thy,wake,birds
wake,birds,of
birds,of,good
of,good,omen
good,omen,too
omen,too,but
too,but,not
but,not,to
not,to,all
to,all,look
all,look,here
look,here,they
here,they,burn
they,burn,but
burn,but,thou
but,thou,thou
thou,thou,liv
thou,liv,st
liv,st,among
st,among,them
among,them,without
them,without,a
without,a,scorch
a,scorch,because
scorch,because,i
because,i,am
i,am,scorched
am,scorched,all
scorched,all,over
all,over,captain
over,captain,ahab
captain,ahab,answered
ahab,answered,perth
answered,perth,resting
perth,resting,for
resting,for,a
for,a,moment
a,moment,on
moment,on,his
on,his,hammer
his,hammer,i
hammer,i,am
i,am,past
am,past,scorching
past,scorching,not
scorching,not,easily
not,easily,can
easily,can,st
can,st,thou
st,thou,scorch
thou,scorch,a
scorch,a,scar
a,scar,well
scar,well,well
well,well,no
well,no,more
no,more,thy
more,thy,shrunk
thy,shrunk,voice
shrunk,voice,sounds
voice,sounds,too
sounds,too,calmly
too,calmly,sanely
calmly,sanely,woeful
sanely,woeful,to
woeful,to,me
to,me,in
me,in,no
in,no,paradise
no,paradise,myself
paradise,myself,i
myself,i,am
i,am,impatient
am,impatient,of
impatient,of,all
of,all,misery
all,misery,in
misery,in,others
in,others,that
others,that,is
that,is,not
is,not,mad
not,mad,thou
mad,thou,should
thou,should,st
should,st,go
st,go,mad
go,mad,blacksmith
mad,blacksmith,say
blacksmith,say,why
say,why,dost
why,dost,thou
dost,thou,not
thou,not,go
not,go,mad
go,mad,how
mad,how,can
how,can,st
can,st,thou
st,thou,endure
thou,endure,without
endure,without,being
without,being,mad
being,mad,do
mad,do,the
do,the,heavens
the,heavens,yet
heavens,yet,hate
yet,hate,thee
hate,thee,that
thee,that,thou
that,thou,can
thou,can,st
can,st,not
st,not,go
not,go,mad
go,mad,what
mad,what,wert
what,wert,thou
wert,thou,making
thou,making,there
making,there,welding
